,Unnamed: 0,Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift,post_district,comment,country_code,region,town,lat,lng
25,14,16,Fachmann/frau Gesundheit EFZ (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Unter dem Dach « da » (CSEB) / «Gesundheitszentrum Unterengadin» gehen wichtige regionale Anbieter in den Bereichen Gesundheitsversorgung und Wellness einen gemeinsamen Weg. 

Die Langzeitpflege im Unterengadin richtet sich nach einem ganzheitlichen und dezentralen Pflege- und Betreuungsmodell, bei welchem die bedürftigen Menschen im Zentrum stehen. Ihre Lebensqualität zu erhalten und zu fördern ist das Hauptziel der Chüra-Betriebe. Diese umfassen zwei Pflegegruppen und zwei Pflegeheime mit insgesamt 110 Betten, eine Spitex sowie eine Beratungsstelle.

Wir suchen für die Chüra-Betriebe in Scuol nach Vereinbarung eine/-n Fachfrau/-mann Gesundheit FaGe.

Hauptaufgaben: 
- Ganzheitliche Betreuung der Bewohnenden gemäss Pflegeprozessplanung
- Dokumentation der Pflege und Mitarbeit beim Erstellen von Pflegeplanungen
- Aktive Mitarbeit im Bezugspflegesystem, Planung und Dokumentation von Teilschritten im Pflegeprozess in enger Zusammenarbeit mit den Dipl. Pflegefachpersonen
- Führung des Pflegeteams und Koordination des Tagesablaufs innerhalb einer Pflegegruppe im Rahmen der Tagesverantwortung

Anforderungsprofil:
- Ausbildung mit Abschluss zur Fachfrau / zum Fachmann Gesundheit EFZ oder äquivalente Anerkennung
- Bereitschaft zu unregelmässiger Arbeitszeit sowie Nachtdienst
- Sichere Kommunikation in der deutschen Sprache
- Belastbare und ausgeglichene Persönlichkeit
- Kenntnisse in der EDV-gestützten Pflegedokumentation
- Teamfähigkeit, Engagement und Selbständigkeit

Unser Angebot:
- Interessante und vielseitige Tätigkeit in einer innovativen Arbeitsumgebung,
- Moderne Infrastruktur
- Angenehmes Arbeitsklima
- Zeitgemässe Anstellungsbedingungen
- Interdisziplinäre Zusammenarbeit
- Interne und externe Zusammenarbeit

Wir freuen uns auf Ihre Bewerbung.

>>> Achtung, die erfassten Schichten sind fiktiv und werden zu einem späteren Zeitpunkt besprochen. Mit der Ausschreibung des Einsatzes wird eine Festanstellung angestrebt. <<<",Gesundheitswesen,Scuol,7550,2054.74,31.37,23 Aug 2023,8,Scuol,,CH,GR,Scuol,46.7291199,10.3141052
26,14,16,Fachmann/frau Gesundheit EFZ (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Unter dem Dach « da » (CSEB) / «Gesundheitszentrum Unterengadin» gehen wichtige regionale Anbieter in den Bereichen Gesundheitsversorgung und Wellness einen gemeinsamen Weg. 

Die Langzeitpflege im Unterengadin richtet sich nach einem ganzheitlichen und dezentralen Pflege- und Betreuungsmodell, bei welchem die bedürftigen Menschen im Zentrum stehen. Ihre Lebensqualität zu erhalten und zu fördern ist das Hauptziel der Chüra-Betriebe. Diese umfassen zwei Pflegegruppen und zwei Pflegeheime mit insgesamt 110 Betten, eine Spitex sowie eine Beratungsstelle.

Wir suchen für die Chüra-Betriebe in Scuol nach Vereinbarung eine/-n Fachfrau/-mann Gesundheit FaGe.

Hauptaufgaben: 
- Ganzheitliche Betreuung der Bewohnenden gemäss Pflegeprozessplanung
- Dokumentation der Pflege und Mitarbeit beim Erstellen von Pflegeplanungen
- Aktive Mitarbeit im Bezugspflegesystem, Planung und Dokumentation von Teilschritten im Pflegeprozess in enger Zusammenarbeit mit den Dipl. Pflegefachpersonen
- Führung des Pflegeteams und Koordination des Tagesablaufs innerhalb einer Pflegegruppe im Rahmen der Tagesverantwortung

Anforderungsprofil:
- Ausbildung mit Abschluss zur Fachfrau / zum Fachmann Gesundheit EFZ oder äquivalente Anerkennung
- Bereitschaft zu unregelmässiger Arbeitszeit sowie Nachtdienst
- Sichere Kommunikation in der deutschen Sprache
- Belastbare und ausgeglichene Persönlichkeit
- Kenntnisse in der EDV-gestützten Pflegedokumentation
- Teamfähigkeit, Engagement und Selbständigkeit

Unser Angebot:
- Interessante und vielseitige Tätigkeit in einer innovativen Arbeitsumgebung,
- Moderne Infrastruktur
- Angenehmes Arbeitsklima
- Zeitgemässe Anstellungsbedingungen
- Interdisziplinäre Zusammenarbeit
- Interne und externe Zusammenarbeit

Wir freuen uns auf Ihre Bewerbung.

>>> Achtung, die erfassten Schichten sind fiktiv und werden zu einem späteren Zeitpunkt besprochen. Mit der Ausschreibung des Einsatzes wird eine Festanstellung angestrebt. <<<",Gesundheitswesen,Scuol,7550,2054.74,31.37,23 Aug 2023,8,Tarasp Kurhaus,,CH,GR,Scuol,46.7291199,10.3141052
27,15,17,Pflegehelfer/in SRK,Ungelernt,Das Zertifikat des Pflegehelferkurses muss auf dem Coople-Account hinterlegt sein.,"Die Einsätze sind fiktiv. Du wirst bei Bewerbung vom Unternehmen kontaktiert. 
Mögliche Schichten: Frühdienst, Mitteldienst, Spätdienst, Geteilter Dienst und nach Absprache Nachtdienst

DEINE AUFGABEN
Begleitung der Bewohnenden entsprechend ihren Bedürfnissen und Fähigkeiten
Pflege und Betreuung der Bewohnenden in ihren alltäglichen Verrichtungen
Begleitung der Bewohnenden in ihren individuellen Tagesabläufen, bei Wohnen und Freizeit
Wahrnehmung der individuellen Bedürfnisse der Bewohnenden
Bezugspersonenarbeit und pflegen von Kontakten mit Angehörigen und gesetzlichen Vertretern

DEIN PROFIL
Abgeschlossene Ausbildung als Pflegehelfer/in SRK oder Pflegeassistentin SRK/AGS
Hohe Sozialkompetenz, Selbstkompetenz und Reflexionsfähigkeit
Grosse Motivation, Verantwortungsbewusstsein und Offenheit für Neues",Gesundheitswesen,Bärau,3552,16464.0,28.0,23 Aug 2023,70,Bärau,,CH,BE,Bärau,46.9329751,7.8111086
28,16,18,Pflegefachmann/frau HF dipl. (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Unter dem Dach « da » (CSEB) / «Gesundheitszentrum Unterengadin» gehen wichtige regionale Anbieter in den Bereichen Gesundheitsversorgung und Wellness einen gemeinsamen Weg. 

Die Langzeitpflege im Unterengadin richtet sich nach einem ganzheitlichen und dezentralen Pflege- und Betreuungsmodell, bei welchem die bedürftigen Menschen im Zentrum stehen. Ihre Lebensqualität zu erhalten und zu fördern ist das Hauptziel der Chüra-Betriebe. Diese umfassen zwei Pflegegruppen und zwei Pflegeheime mit insgesamt 110 Betten, eine Spitex sowie eine Beratungsstelle.

Wir suchen für die Chüra-Betriebe in Scuol nach Vereinbarung eine/-n Dipl. Pflegefachfrau/-mann HF.

Hauptaufgaben:
- Professionelle Pflege und Betreuung der Bewohnenden
- Tagesverantwortung
- Steuerung und Auswertung des Pflegeprozesses
- Planung und Durchführung von Arztvisiten
- Interdisziplinäre Zusammenarbeit mit allen in der Pflege und Betreuung eingebundenen Stellen

Anforderungsprofil:
- Abgeschlossene Ausbildung als diplomierte Pflegefachperson HF oder äquivalente Anerkennung
- Berufserfahrung in der Geriatrie- und Langzeitpflege
- Bereitschaft zu unregelmässiger Arbeitszeit sowie Nacht- und Pikettdienst
- Teamfähigkeit, Engagement und Selbständigkeit
- Qualitätsbewusstsein und Interesse an der Weiterentwicklung der Pflege
- Konstruktives und zielgerichtetes Arbeiten im intra- und interdisziplinären Team
- Kenntnisse in der EDV-gestützten Pflegedokumentation
- Sichere mündliche und schriftliche Kommunikation in Deutsch

Unser Angebot:
- Interessante und vielseitige Tätigkeit in einer innovativen Arbeitsumgebung
- Moderne Infrastruktur
- Angenehmes Arbeitsklima
- Zeitgemässe Anstellungsbedingungen
- Interdisziplinäre Zusammenarbeit und Projekte
- Interne und externe Weiterbildungsmöglichkeiten

>>> Achtung, die erfassten Schichten sind fiktiv und werden zu einem späteren Zeitpunkt besprochen. Mit der Ausschreibung des Einsatzes wird eine Festanstellung angestrebt. <<<",Gesundheitswesen,Scuol,7550,2459.53,37.55,23 Aug 2023,8,S-charl,,CH,GR,Scuol,46.7155952,10.3345792
29,16,18,Pflegefachmann/frau HF dipl. (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Unter dem Dach « da » (CSEB) / «Gesundheitszentrum Unterengadin» gehen wichtige regionale Anbieter in den Bereichen Gesundheitsversorgung und Wellness einen gemeinsamen Weg. 

Die Langzeitpflege im Unterengadin richtet sich nach einem ganzheitlichen und dezentralen Pflege- und Betreuungsmodell, bei welchem die bedürftigen Menschen im Zentrum stehen. Ihre Lebensqualität zu erhalten und zu fördern ist das Hauptziel der Chüra-Betriebe. Diese umfassen zwei Pflegegruppen und zwei Pflegeheime mit insgesamt 110 Betten, eine Spitex sowie eine Beratungsstelle.

Wir suchen für die Chüra-Betriebe in Scuol nach Vereinbarung eine/-n Dipl. Pflegefachfrau/-mann HF.

Hauptaufgaben:
- Professionelle Pflege und Betreuung der Bewohnenden
- Tagesverantwortung
- Steuerung und Auswertung des Pflegeprozesses
- Planung und Durchführung von Arztvisiten
- Interdisziplinäre Zusammenarbeit mit allen in der Pflege und Betreuung eingebundenen Stellen

Anforderungsprofil:
- Abgeschlossene Ausbildung als diplomierte Pflegefachperson HF oder äquivalente Anerkennung
- Berufserfahrung in der Geriatrie- und Langzeitpflege
- Bereitschaft zu unregelmässiger Arbeitszeit sowie Nacht- und Pikettdienst
- Teamfähigkeit, Engagement und Selbständigkeit
- Qualitätsbewusstsein und Interesse an der Weiterentwicklung der Pflege
- Konstruktives und zielgerichtetes Arbeiten im intra- und interdisziplinären Team
- Kenntnisse in der EDV-gestützten Pflegedokumentation
- Sichere mündliche und schriftliche Kommunikation in Deutsch

Unser Angebot:
- Interessante und vielseitige Tätigkeit in einer innovativen Arbeitsumgebung
- Moderne Infrastruktur
- Angenehmes Arbeitsklima
- Zeitgemässe Anstellungsbedingungen
- Interdisziplinäre Zusammenarbeit und Projekte
- Interne und externe Weiterbildungsmöglichkeiten

>>> Achtung, die erfassten Schichten sind fiktiv und werden zu einem späteren Zeitpunkt besprochen. Mit der Ausschreibung des Einsatzes wird eine Festanstellung angestrebt. <<<",Gesundheitswesen,Scuol,7550,2459.53,37.55,23 Aug 2023,8,Scuol,,CH,GR,Scuol,46.7291199,10.3141052
30,16,18,Pflegefachmann/frau HF dipl. (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Unter dem Dach « da » (CSEB) / «Gesundheitszentrum Unterengadin» gehen wichtige regionale Anbieter in den Bereichen Gesundheitsversorgung und Wellness einen gemeinsamen Weg. 

Die Langzeitpflege im Unterengadin richtet sich nach einem ganzheitlichen und dezentralen Pflege- und Betreuungsmodell, bei welchem die bedürftigen Menschen im Zentrum stehen. Ihre Lebensqualität zu erhalten und zu fördern ist das Hauptziel der Chüra-Betriebe. Diese umfassen zwei Pflegegruppen und zwei Pflegeheime mit insgesamt 110 Betten, eine Spitex sowie eine Beratungsstelle.

Wir suchen für die Chüra-Betriebe in Scuol nach Vereinbarung eine/-n Dipl. Pflegefachfrau/-mann HF.

Hauptaufgaben:
- Professionelle Pflege und Betreuung der Bewohnenden
- Tagesverantwortung
- Steuerung und Auswertung des Pflegeprozesses
- Planung und Durchführung von Arztvisiten
- Interdisziplinäre Zusammenarbeit mit allen in der Pflege und Betreuung eingebundenen Stellen

Anforderungsprofil:
- Abgeschlossene Ausbildung als diplomierte Pflegefachperson HF oder äquivalente Anerkennung
- Berufserfahrung in der Geriatrie- und Langzeitpflege
- Bereitschaft zu unregelmässiger Arbeitszeit sowie Nacht- und Pikettdienst
- Teamfähigkeit, Engagement und Selbständigkeit
- Qualitätsbewusstsein und Interesse an der Weiterentwicklung der Pflege
- Konstruktives und zielgerichtetes Arbeiten im intra- und interdisziplinären Team
- Kenntnisse in der EDV-gestützten Pflegedokumentation
- Sichere mündliche und schriftliche Kommunikation in Deutsch

Unser Angebot:
- Interessante und vielseitige Tätigkeit in einer innovativen Arbeitsumgebung
- Moderne Infrastruktur
- Angenehmes Arbeitsklima
- Zeitgemässe Anstellungsbedingungen
- Interdisziplinäre Zusammenarbeit und Projekte
- Interne und externe Weiterbildungsmöglichkeiten

>>> Achtung, die erfassten Schichten sind fiktiv und werden zu einem späteren Zeitpunkt besprochen. Mit der Ausschreibung des Einsatzes wird eine Festanstellung angestrebt. <<<",Gesundheitswesen,Scuol,7550,2459.53,37.55,23 Aug 2023,8,Tarasp Kurhaus,,CH,GR,Scuol,46.7291199,10.3141052
31,17,19,Produktionsmitarbeiter/in,,,"Abfüllen und Verpacken von Reinigungsmitteln, Entkalker usw.",,Wetzikon,8623,1693.09,25.46,23 Aug 2023,8,Oberkempten,,CH,ZH,Wetzikon ZH,47.329081,8.8230591
32,17,19,Produktionsmitarbeiter/in,,,"Abfüllen und Verpacken von Reinigungsmitteln, Entkalker usw.",,Wetzikon,8623,1693.09,25.46,23 Aug 2023,8,Wetzikon ZH 3 Kempten,,CH,ZH,Wetzikon ZH,47.331603,8.807669
33,18,20,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",kein Parkplatz vorhanden,Gastronomie / Hotel,Opfikon,8152,416.39,32.03,23 Aug 2023,2,Glattbrugg,,CH,ZH,Glattbrugg,47.4336788,8.5659181
34,18,20,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",kein Parkplatz vorhanden,Gastronomie / Hotel,Opfikon,8152,416.39,32.03,23 Aug 2023,2,Glattpark (Opfikon),,CH,ZH,Glattpark (Opfikon),47.42357,8.56151
35,18,20,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",kein Parkplatz vorhanden,Gastronomie / Hotel,Opfikon,8152,416.39,32.03,23 Aug 2023,2,Opfikon,,CH,ZH,Opfikon,47.4346801,8.5671098
36,19,21,Medizinisches Personal - Impfaktion,Pflegefachmann/frau FH BSc mit wenig Berufserfahrung,"0-5 Jahre Berufserfahrung. Pflegefachleute FH (Bachelor of Science) übernehmen anspruchsvolle praktische Aufgaben sowie Führungsverantwortung in diversen Fachbereichen der Pflege. Sie entwickeln Pflegemassnahmen, neue Konzepte und Methoden, beteiligen sich an der Qualitätssicherung und an Forschungsprojekten. Die Ausbildungsnachweise (Zertifikate/Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.","In der arbeiten wir für eine Welt, in der Menschen mit einer Muskelkrankheit selbstbestimmt und autonom leben. Diesem Ziel sind unsere Angebote in den Bereichen Bildung, Wohnen, Therapie, Freizeitgestaltung und Arbeit verpflichtet. Fachlich versierte, eigenverantwortlich handelnde, kreative Mitarbeitende sind dabei unsere wichtigste Ressource.

Für die Arbeit auf den einzelnen Wohngruppen suchen wir Pflegefachpersonen FH.
Die Bewohnenden sind körperlich stark eingeschränkt. Das hindert sie nicht daran zu lernen, zu arbeiten, zu feiern oder in die Ferien zu reisen. Und dafür brauchen sie dich. Als Mitarbeiter_in ermöglichst du ihnen, ihren Alltag und ihre Träume zu leben.

Was du erwarten darfst: 
• Eine vielseitige, sinn- und anspruchsvolle Arbeit mit viel Eigenverantwortung, Kompetenz und Gestaltungsraum
• Ein engagiertes Team in einem sehr angenehmen und wertschätzenden Betriebsklima

Was du mitbringst:
• Abgeschlossene Ausbildung als Pflegefachfrau/-mann FH (bei ausländischem Diplom mit SRK-Anerkennung) 
• Engagement und Einsatzfreude bei der Pflege und Betreuung von jungen Erwachsenen
• Psychische Belastbarkeit, Teamfähigkeit und Motivation zum verantwortungsvollen und selbstständigen Arbeiten
• Geduld, soziale Kompetenz und Flexibilität

Deine Kernaufgaben:
• Funktion als Pflegefachkraft mit Dienstverantwortung im Tagdienst
• Grund- und Behandlungspflege der Bewohnenden
• Sicherung der Pflegequalität mittels Umsetzung der jeweiligen Standards und Richtlinien
• Begleitung und Unterstützung der Bewohnenden im Alltag und der Freizeit",Gesundheitswesen,Zürich,8008,1642.5,45.0,23 Aug 2023,5,Zürich Zustellkreis,,CH,ZH,Zürich,47.359081,8.5529168
37,20,22,KV - Allgemeine Richtungen,Kaufmann/frau EFZ,"Kaufleute arbeiten in den unterschiedlichsten Wirtschaftszweigen, die in 21  Branchen unterteilt sind. In den verschiedenen Einsatzbereichen übernehmen sie administrative und organisatorische Aufgaben. Das EFZ-Fähigkeitszeugnis muss auf dem Coople-Account hinterlegt sein.","Aufgabenschwerpunkte (max. 5-6 der wichtigsten Aufgaben beschreiben)

• Verantwortet die termingerechte, effiziente und bedarfsorientierte Bearbeitung der
Auftragsbestätigungen der Bestellungen inkl. der entsprechenden Informationsweiterleitung aufgrund
von Abweichungen.
• Mahnwesen führen: Verantwortet das termingerechte, effiziente und bedarfsorientierte Mahnwesen der
Bestellungen und die Bearbeitung offener Rechnungen aufgrund von Abweichungen.
• Berät Bedarfsträger/in bezüglich Bestellprozess, in Bezug auf Sortiment und Fragestellungen der
operativen SAP-Bestell-Umsetzung.
• Verantwortet Spezialaufgaben im Rahmen seines/ihres Anforderungsniveaus und mit dem Ziel
seine/ihre Fähigkeiten und die Funktionsweise der Organisation zu erweitern bzw. zu verbessern.
• Lieferantenkontakt bei Abklärungen via E-Mail / Telefon

Fachkompetenzen:
- Gute PC Anwenderkenntisse
- Geografiekenntnisse (optional)
- Kenntnisse der sozialen Medien (optional)

Ausbildung:
- Abgeschlossene Kaufmännische Lehre (EFZ) idealerweise im Dienstleistungsbereich (ZWINGEND)
- Von Vorteil Zertifikat SachbearbeiterIn Einkauf ☐ ☒
- Von Vorteil Berufserfahrung im Einkauf

Sprachkenntnisse:
- Deutsch mündlich und schriftlich gut bis sehr gut
- Französisch von Vorteil
- Italienisch von Vorteil",Kaufmännische Berufe,Bern,3014,68323.86,31.37,23 Aug 2023,242,Bern Zustellkreis,,CH,BE,Bern,46.9639862,7.4610073
38,21,23,Assistent/in Gesundheit und Soziales EBA,Gelernt,"Die EBA-Ausbildung ist eine berufliche Grundbildung, welche 2 Jahre dauert und sowohl theoretische, als auch praktische Elemente beinhaltet. Das Berufsattest EBA muss auf dem Coople-Account hinterlegt sein.","• Unterstützen der Pflegefachperson bei der Pflege Betreuung der Bewohnerinnen
• Unterstützen der Bewohnerinnen bei Aktivitäten des täglichen Lebens wie: Waschen Ankleiden, Bewegen, Essen Trinken, Kommunizieren, 
• Auf Delegation, Verrichtungen der anfallenden Pflege- Hausarbeiten wie: Essen servieren, Küche in Ordnung halten, Tee Kaffee zubereiten, Räumlichkeiten in Ordnung halten, Reinigen von Zimmern Mobiliar Arbeiten gemäss Ämtliplan.
• Delegierte Massnahmen in den Bereichen Pflege, Therapie Rehabilitation durchführen",Gesundheitswesen,Biberist,4562,288.75,35.0,23 Aug 2023,1,Biberist,,CH,SO,Biberist,47.1859517,7.5462127
